"canopy","plot","composite","days_deployed","phosphate_ug","nitrate_ug","ammonium_ug","inorg_n_ug","phosphate_ug_day","nitrate_ug_day","ammonium_ug_day","inorg_n_ug_day"
"pre_closure",5,"C12",42,149.2,2718.5,13.0605381,2731.5605381,3.55238095238095,64.7261904761905,0.310965192857143,65.0371556690476
"pre_closure",5,"C2",42,137.8,1806.4,17.4222798,1823.8222798,3.28095238095238,43.0095238095238,0.414816185714286,43.4243399952381
"pre_closure",5,"C3",42,133.7,2084.7,14.1816143,2098.8816143,3.18333333333333,49.6357142857143,0.337657483333333,49.9733717690476
"pre_closure",5,"C4",42,159.8,2294.1,13.0605381,2307.1605381,3.80476190476191,54.6214285714286,0.310965192857143,54.9323937642857
"pre_closure",5,"C5",42,129,2256.9,24.2713004,2281.1713004,3.07142857142857,53.7357142857143,0.577888104761905,54.3136023904762
"pre_closure",5,"C6",42,125.9,2294.7,1.23526109,2295.93526109,2.99761904761905,54.6357142857143,0.0294109783333333,54.6651252640476
"pre_closure",5,"C7",42,109.7,3742,76.4013453,3818.4013453,2.61190476190476,89.0952380952381,1.81907965,90.9143177452381
"pre_closure",5,"C8",42,123.8,1034.2,10.2979275,1044.4979275,2.94761904761905,24.6238095238095,0.24518875,24.8689982738095
"pre_closure",5,"C9",42,151.6,961.4,18.1053812,979.5053812,3.60952380952381,22.8904761904762,0.431080504761905,23.3215566952381
"pre_closure",7,"C1",35,139.4,1748.1,3.82124352,1751.92124352,3.98285714285714,49.9457142857143,0.109178386285714,50.054892672
"pre_closure",7,"C10",35,63.2,307.6,72.4775785,380.0775785,1.80571428571429,8.78857142857143,2.07078795714286,10.8593593857143
"pre_closure",7,"C11",35,45.3,1459.5,60.1683938,1519.6683938,1.29428571428571,41.7,1.71909696571429,43.4190969657143
"pre_closure",7,"C12",35,111.7,2877.5,19.7641774,2897.2641774,3.19142857142857,82.2142857142857,0.564690782857143,82.7789764971428
"pre_closure",7,"C2",35,NA,NA,5.16563728,NA,NA,NA,0.147589636571429,NA
"pre_closure",7,"C3",35,NA,NA,9.69730942,NA,NA,NA,0.277065983428571,NA
"pre_closure",7,"C4",35,77.6,1939.1,18.6412128,1957.7412128,2.21714285714286,55.4028571428571,0.53260608,55.9354632228571
"pre_closure",7,"C5",35,91.1,1930.7,11.5932642,1942.2932642,2.60285714285714,55.1628571428571,0.33123612,55.4940932628571
"pre_closure",7,"C6",35,56.4,2350.5,NA,NA,1.61142857142857,67.1571428571429,NA,NA
"pre_closure",7,"C7",35,NA,NA,16.126943,NA,NA,NA,0.4607698,NA
"pre_closure",7,"C8",35,82.6,2680.7,50.6457047,2731.3457047,2.36,76.5914285714286,1.44702013428571,78.0384487057143
"pre_closure",7,"C9",35,28.5,2127.5,25.1943005,2152.6943005,0.814285714285714,60.7857142857143,0.719837157142857,61.5055514428571
