id,spp,plot,subplot,gm.trt,canopy,anet,gsw,l,ci.ca,iwue,vcmax,vcmax25,jmax,jmax25,jmax.vcmax,composite,Phi2,FvP_over_FmP,SPAD,phosphate_ppm,nitrate_ppm,ammonium_ppm,inorg_n_ppm
5381,Tri,5,10,invaded,pre_closure,15.17961154,0.159310952,0.53095248,0.589588783,95.28291275,117.7735972,117.8811709,211.2315822,211.3802967,1.79316421,C3,0.485,0.743,41.55,1.337,20.847,0.141816143,20.98881614
545,Mai,7,32,weeded,pre_closure,8.942236413,0.120663449,0.359269315,0.682447623,74.10890777,52.39624379,52.17115093,93.39550638,93.08702562,1.784262451,C9,0.099,0.332,14.706,0.285,21.275,0.251943005,21.52694301
5657,Mai,5,23,invaded,pre_closure,9.254566727,0.13231211,0.332051749,0.69747763,69.94497123,50.66258342,50.79786003,87.3468234,87.52370051,1.722980072,C8,0.086,0.432,24.015,1.238,10.342,0.102979275,10.44497928
5904,Tri,5,9,weeded,pre_closure,14.53834818,0.201105713,0.379545819,0.681269052,72.29206949,86.52433913,86.53931323,173.0043781,173.0274622,1.999408774,C2,0.17,0.702,36.285,1.378,18.064,0.174222798,18.2382228
5904,Tri,5,9,weeded,pre_closure,14.53834818,0.201105713,0.379545819,0.681269052,72.29206949,86.52433913,86.53931323,173.0043781,173.0274622,1.999408774,C2,0.528,0.73,38.157,1.378,18.064,0.174222798,18.2382228
6000,Mai,7,32,weeded,pre_closure,10.38645518,0.13440446,0.426558789,0.664000177,77.27760805,74.32089629,74.21841336,130.0532077,129.9154693,1.750447947,C9,0.116,0.356,27.284,0.285,21.275,0.251943005,21.52694301
6027,Mai,7,32,weeded,pre_closure,10.46683143,0.150901559,0.37122183,0.694499091,69.3619834,65.39442232,65.30872213,114.5883124,114.4729765,1.752797679,C9,0.057,0.296,21.49,0.285,21.275,0.251943005,21.52694301
6100,Mai,7,34,invaded,pre_closure,7.586669497,0.06303157,0.624593083,0.506327657,120.3630101,79.41624545,79.31486962,115.3141359,115.201082,1.452452517,C11,0.036,0.218,29.097,0.453,14.595,0.601683938,15.19668394
614,Tri,5,11,invaded,pre_closure,14.02064582,0.166233808,0.499024458,0.63488182,84.34292632,105.2762789,105.5202344,186.3336886,186.666339,1.769009897,C4,NA,NA,NA,1.598,22.941,0.130605381,23.07160538
632,Tri,7,8,weeded,pre_closure,13.29474027,0.152281629,0.431613382,0.623749484,87.30363838,83.71715641,83.73077332,151.1046442,151.1233512,1.804872274,C1,0.484,0.721,37.839,1.394,17.481,0.038212435,17.51921244
6558,Tri,3,22,invaded,pre_closure,12.02631641,0.119706454,0.530368045,0.564841366,100.4650627,94.485035,94.90229307,177.0203074,177.62832,1.871696818,C7,0.387,0.586,31.863,1.426,17.693,0.187176166,17.88017617
6808,Mai,7,25,weeded,pre_closure,9.230287051,0.13278156,0.401510662,0.69670872,69.51482609,62.2905608,62.33565899,110.3607627,110.422086,1.771411224,C9,0.166,0.363,26.046,0.285,21.275,0.251943005,21.52694301
7147,Tri,5,9,weeded,pre_closure,14.47001673,0.155405019,0.452139117,0.599673987,93.11164352,97.28755681,97.34571601,189.008964,189.0960662,1.942520678,C2,0.469,0.718,37.87,1.378,18.064,0.174222798,18.2382228
774,Tri,3,20,weeded,pre_closure,11.7377127,0.138353794,0.452818811,0.625756668,84.83838687,79.91377964,80.03781965,144.6687318,144.843575,1.809689164,C5,0.422,0.719,39.638,1.628,4.832,0.264896373,5.096896373
86,Tri,5,9,weeded,pre_closure,11.54586785,0.158067323,0.338749123,0.682986005,73.0439893,63.32818158,63.28744542,124.9807328,124.9187306,1.973831141,C2,0.491,0.715,33.061,1.378,18.064,0.174222798,18.2382228
901,Mai,7,31,weeded,pre_closure,13.27785182,0.228908955,0.300861496,0.734308307,58.00494708,68.68128706,68.72700985,135.5359947,135.6052467,1.973099761,C9,0.058,0.169,34.187,0.285,21.275,0.251943005,21.52694301
9412,Mai,3,3,weeded,pre_closure,8.885797271,0.128453075,0.350486854,0.697993254,69.17543446,49.08825091,49.05199899,83.70066672,83.65373822,1.70540936,C2,0.141,0.446,20.583,1.497,15.902,0.203256597,16.1052566
972,Tri,7,11,invaded,pre_closure,12.27074435,0.121507783,0.582339714,0.57290793,100.9873117,113.447868,113.6107164,186.0192617,186.2224183,1.639127225,C4,0.102,0.718,40.229,0.776,19.391,0.186412128,19.57741213
flag_8,Tri,5,16,invaded,pre_closure,12.33999092,0.123349028,0.543406936,0.576386205,100.0412498,104.5104358,104.3730459,189.0658332,188.8741008,1.809606103,C7,NA,NA,NA,1.097,37.42,0.764013453,38.18401345
flag3_tri,Tri,5,14,weeded,pre_closure,11.79445672,0.124648669,0.519898165,0.598525878,94.62160178,95.37985658,95.40713579,164.6131411,164.6494384,1.725756014,C5,0.297,0.692,31.285,1.29,22.569,0.242713004,22.811713
3829,Tri,5,33,weeded,post_closure,4.61443575,0.135520766,0.162937629,0.841758392,34.04965823,20.31358356,20.36899249,34.69089682,34.75613364,1.706325615,C10,NA,NA,NA,1.353,1.415,0.30305109,1.71805109
5877,Tri,5,27,weeded,post_closure,4.82148477,0.139832958,0.191799913,0.839739986,34.48031734,23.35556523,23.34192358,43.50758913,43.49006215,1.863173872,C10,0.51,0.714,40.845,1.353,1.415,0.30305109,1.71805109
2988,Tri,5,33,weeded,post_closure,3.74526823,0.127950066,0.122875528,0.860930224,29.27132698,15.98966187,15.99239012,27.95646648,27.95975615,1.748316289,C10,0.494,0.717,38.642,1.353,1.415,0.30305109,1.71805109
2662,Mai,5,36,invaded,post_closure,0.928410337,0.013206812,0.874215999,0.708814224,70.29783987,27.80463404,27.82891159,47.26321279,47.29167029,1.699371897,C12,0.336,0.692,43.197,0.947,1.915,0.035620294,1.950620294
5381,Tri,5,10,invaded,post_closure,5.147377509,0.205868047,0.108549454,0.876057583,25.00328527,21.94295878,22.18680203,41.2626355,41.5784235,1.874016068,C3,0.445,0.74,49.76,0.911,1.624,NA,NA
5381,Tri,5,10,invaded,post_closure,5.147377509,0.205868047,0.108549454,0.876057583,25.00328527,21.94295878,22.18680203,41.2626355,41.5784235,1.874016068,C3,0.364,0.634,38.713,0.911,1.624,NA,NA
4547,Tri,5,10,invaded,post_closure,3.783593913,0.179691446,0.116360857,0.892411123,21.05606025,16.10994243,16.10469086,29.05204166,29.04551,1.803543468,C3,0.394,0.709,41.978,0.911,1.624,NA,NA
2563,Tri,5,16,invaded,post_closure,3.246688403,0.072662397,0.352933268,0.802924177,44.68182357,33.24297866,33.18609661,61.11566219,61.0435256,1.83943072,C7,NA,NA,NA,0.777,2,1.1722488,3.1722488
901,Mai,7,31,weeded,post_closure,5.593469481,0.102833504,0.250582263,0.763013881,54.39345432,30.45268661,30.52932406,47.4542702,47.53663485,1.557081145,C9,0.337,0.611,37.794,0.73,7.397,2.03349282,9.43049282
5151,Ari,7,31,weeded,post_closure,3.16549845,0.034916854,0.54557065,0.628151917,90.65817996,36.18826225,36.23734097,59.85537817,59.91137233,1.653304871,C9,0.434,0.749,38.07,0.73,7.397,2.03349282,9.43049282
275,Mai,7,34,invaded,post_closure,1.209982952,0.009043409,0.703480475,0.468373139,133.7972236,17.63036974,17.66465955,32.9548445,32.99905288,1.868083151,C11,0.359,0.628,44.668,0.332,11.276,0.15980622,11.43580622
2229,Mai,7,32,weeded,post_closure,5.54696831,0.087532301,0.293534688,0.728440739,63.37053005,29.27420295,29.29771123,45.90994202,45.93537441,1.567882694,C9,0.469,0.749,44.368,0.73,7.397,2.03349282,9.43049282
1159,Mai,7,31,weeded,post_closure,4.687148851,0.071928339,0.312008233,0.72293606,65.16414677,27.64919528,27.64672694,39.01055691,39.00815422,1.410950175,C9,0.314,0.581,38.688,0.73,7.397,2.03349282,9.43049282
6808,Mai,7,25,weeded,post_closure,4.02853399,0.047270973,0.446190624,0.647291111,85.22215088,32.13403291,32.10982774,54.27339614,54.24518893,1.689364059,C9,0.41,0.762,40.096,0.73,7.397,2.03349282,9.43049282
2546,Mai,7,33,weeded,post_closure,6.028105386,0.090672498,0.331312603,0.716205217,66.48218054,38.28488155,38.12727599,61.64429408,61.46912698,1.612208724,C10,NA,NA,NA,0.328,1.406,0.998803828,2.404803828
4632,Mai,7,35,invaded,post_closure,3.641545069,0.051265344,0.348979409,0.702564489,71.03327035,22.61049702,22.60604113,34.83499754,34.83026124,1.540750149,C12,NA,NA,NA,0.844,9.741,0.411773592,10.15277359
3427,Tri,7,35,invaded,post_closure,4.269558421,0.051950082,0.35298004,0.652984759,82.18578803,23.12115661,23.15581531,38.37346703,38.41314413,1.658898363,C12,0.433,0.688,43.824,0.844,9.741,0.411773592,10.15277359
3526,Tri,7,35,invaded,post_closure,4.181350132,0.051676518,0.369970114,0.653360856,80.91392927,24.43155099,24.53397372,39.6522478,39.76687057,1.620889915,C12,0.411,0.664,49.73,0.844,9.741,0.411773592,10.15277359
42,Mai,7,36,invaded,post_closure,3.60190199,0.02928288,0.628542487,0.495078203,123.0036799,40.26160753,40.14034691,68.23724393,68.09540195,1.696432821,C12,0.436,0.643,42.81,0.844,9.741,0.411773592,10.15277359
652,Mai,7,30,invaded,post_closure,3.504171051,0.032376013,0.535531065,0.551048119,108.2335583,30.17000354,30.1689645,45.35273399,45.3516564,1.503255321,C12,0.372,0.6,42.539,0.844,9.741,0.411773592,10.15277359
1997,Tri,7,24,invaded,post_closure,3.647651725,0.04329596,0.42467708,0.643077641,84.24923993,26.56732825,26.59842812,43.77843497,43.81378544,1.647232131,C8,0.441,0.741,43.65,0.609,NA,0.443496059,NA
5069,Mai,3,24,invaded,post_closure,3.747691735,0.048537435,0.354491248,0.678927348,77.21239835,22.71981535,22.82924302,38.87666265,39.00582545,1.708590399,C8,0.387,0.743,36.844,0.562,6.197,0.133397183,6.330397183
1021,Mai,3,24,invaded,post_closure,4.461952357,0.068688906,0.293178974,0.724549332,64.95885016,25.54791104,25.50976764,44.26830826,44.22268019,1.733558722,C8,0.366,0.736,42.617,0.562,6.197,0.133397183,6.330397183
5030,Mai,3,24,invaded,post_closure,2.106565011,0.015954485,0.556853228,0.469998135,132.035918,17.02697372,17.04271975,24.87765736,24.89353495,1.460655067,C8,0.356,0.749,38.827,0.562,6.197,0.133397183,6.330397183
2268,Mai,3,18,invaded,post_closure,3.512619413,0.041633869,0.464149591,0.652090042,84.36927757,28.65226034,28.75436121,47.16481382,47.28076739,1.644299,C8,0.332,0.702,41.402,0.562,6.197,0.133397183,6.330397183
2416,Tri,3,17,invaded,post_closure,3.689793689,0.126344291,0.150418615,0.861401153,29.20427715,18.30672684,18.29117613,34.73194469,34.71157858,1.897722613,C8,0.354,0.689,44.624,0.562,6.197,0.133397183,6.330397183
54,Mai,3,16,invaded,post_closure,1.970752655,0.017977684,0.631389706,0.559031697,109.6221675,24.53651921,24.61671498,40.56402007,40.65549272,1.651540133,C7,0.448,0.754,37.342,1.288,1.648,0.06244475,1.71044475
untagged_p3_sub17_q1,Tri,3,17,invaded,post_closure,3.312005314,0.087547175,0.195504081,0.829035931,37.83109302,17.87424146,17.8247718,32.06095238,31.99968443,1.795236696,C8,0.592,0.54,35.796,0.562,6.197,0.133397183,6.330397183
untagged_p3_sub12_q4,Tri,3,12,invaded,post_closure,4.07266975,0.105127454,0.181816936,0.824619686,38.74030625,20.27956367,20.26460249,36.68934617,36.6706617,1.809591958,C4,0.406,0.656,42.619,0.401,12.234,0.48979204,12.72379204
5657,Mai,5,23,invaded,post_closure,4.592002009,0.114368495,0.22782117,0.818814779,40.15093506,26.23927712,26.2160755,49.08295078,49.05298387,1.871103243,C8,0.495,0.782,41.922,1.141,2.277,0.039329542,2.316329542
6867,Ari,5,9,weeded,post_closure,2.569546276,0.035532065,0.495605944,0.699072366,72.31626719,27.87363188,27.88679525,49.4504725,49.46659431,1.773835748,C2,0.397,0.737,45.581,1.358,2.497,0.209155931,2.706155931
5052,Mai,5,36,invaded,post_closure,3.377310073,0.054437574,0.093866228,0.736989016,62.04005527,21.07197502,21.04063875,41.53884812,41.49619264,1.972192629,C12,0.49,0.77,44.509,0.947,1.915,0.035620294,1.950620294
2671,Ari,5,19,weeded,post_closure,4.055470965,0.066546089,0.238847008,0.736131928,60.94228866,17.88362704,17.84132432,30.7436572,30.6934886,1.720359321,C5,NA,NA,NA,0.64,1.502,0.04748836,1.54948836
5115,Tri,5,19,weeded,post_closure,6.043359586,0.144787652,0.185030179,0.811071796,41.73946813,24.79570017,24.90405548,48.79208128,48.93904731,1.965103529,C5,0.41,0.716,46.212,0.64,1.502,0.04748836,1.54948836
5337,Ari,5,25,weeded,post_closure,6.335032886,0.107808324,0.271079623,0.745188613,58.7620014,32.87828363,32.91482211,56.87364703,56.91723086,1.729227965,C9,NA,NA,NA,0.506,0.8,0.147428988,0.947428988
2547,Tri,5,19,weeded,post_closure,5.298126851,0.124535122,0.225567262,0.808708123,42.54323412,28.03548244,28.06016342,57.82410316,57.85920652,2.061969692,C5,0.455,0.731,51.428,0.64,1.502,0.04748836,1.54948836
2508,Tri,5,21,weeded,post_closure,4.590147772,0.09812845,0.261019157,0.793421468,46.77693138,27.37466935,27.29272085,53.80284305,53.69172221,1.967254291,C6,0.503,0.746,39.682,0.691,1.728,0.359973849,2.087973849
3004,Tri,5,21,weeded,post_closure,4.875041966,0.101241239,0.250389674,0.787763975,48.15272921,26.78207727,26.79047156,55.16403191,55.17595565,2.05953656,C6,0.442,0.718,41.542,0.691,1.728,0.359973849,2.087973849
4990,Tri,5,22,invaded,post_closure,5.247995538,0.131254379,0.205861758,0.818682142,39.98339391,24.21142779,24.22468,49.49118783,49.50986881,2.043778032,C7,0.492,0.748,51.675,0.777,2,1.1722488,3.1722488
482,Tri,5,22,invaded,post_closure,4.243861653,0.076053966,0.298689341,0.759544715,55.80066203,26.31733845,26.32622983,47.8129072,47.82404727,1.816593093,C7,0.468,0.754,43.064,0.777,2,1.1722488,3.1722488
4959,Tri,5,22,invaded,post_closure,5.402678416,0.11900292,0.251665299,0.797596326,45.39954495,30.34947759,30.31881796,59.92512506,59.88336953,1.97512217,C7,0.461,0.729,47.481,0.777,2,1.1722488,3.1722488
4414,Tri,5,22,invaded,post_closure,5.624384689,0.118934007,0.360213472,0.790264724,47.28996215,46.31133711,46.36795673,88.55232908,88.62698193,1.911384244,C7,0.497,0.758,52.982,0.777,2,1.1722488,3.1722488
4431,Tri,5,23,invaded,post_closure,4.861803126,0.139992967,0.151800291,0.839085252,34.72890982,20.5527984,20.5701098,52.48339212,52.51387603,2.552921523,C8,0.457,0.74,44.307,1.141,2.277,0.039329542,2.316329542
5404,Ari,7,7,weeded,post_closure,4.909505584,0.057375601,0.317632954,0.64527678,85.56782824,22.25112255,22.22407051,37.15023437,37.1190695,1.67021921,C1,0.342,0.641,45.23,0.922,7.409,2.16507177,9.57407177
5176,Ari,7,7,weeded,post_closure,2.918494526,0.020676918,0.590378032,0.437513874,141.1474634,20.99463264,20.96901939,35.08893424,35.05939614,1.671961644,C1,0.339,0.681,45.689,0.922,7.409,2.16507177,9.57407177
6890,Ari,7,7,weeded,post_closure,1.218075244,0.017453441,0.862966816,0.710892557,69.78997548,50.6799806,50.85042697,67.46439874,67.62086815,1.329799417,C1,0.419,0.723,42.369,0.922,7.409,2.16507177,9.57407177
5253,Ari,7,8,weeded,post_closure,3.463505037,0.055082561,0.386335058,0.731173803,62.87843187,27.5407029,27.49735313,50.36315047,50.30844885,1.829574236,C1,0.366,0.589,36.5,0.922,7.409,2.16507177,9.57407177
2438,Ari,7,14,weeded,post_closure,3.370430085,0.060498147,0.367364064,0.759301246,55.71129452,27.22724196,27.28255892,50.60573712,50.67665101,1.857474263,C5,0.33,0.591,36.718,0.894,6.993,0.624222493,7.617222493
2996,Tri,7,14,weeded,post_closure,4.676215927,0.072580587,0.37230523,0.725584434,64.42791516,36.83879946,36.8182578,62.90925393,62.88505121,1.707985521,C5,0.461,0.705,51.321,0.894,6.993,0.624222493,7.617222493
1851,Tri,7,8,weeded,post_closure,4.786731577,0.069577187,0.394047846,0.708692379,68.79742871,37.06513548,37.10127331,66.32895175,66.37356201,1.788983398,C1,0.406,0.682,31.327,0.922,7.409,2.16507177,9.57407177
3071,Tri,7,8,weeded,post_closure,4.903247954,0.090610821,0.247072384,0.764974544,54.11327123,30.08139583,30.13327616,50.16723649,50.2269151,1.666825566,C1,0.323,0.696,46.008,0.922,7.409,2.16507177,9.57407177
3071,Tri,7,8,weeded,post_closure,4.903247954,0.090610821,0.247072384,0.764974544,54.11327123,30.08139583,30.13327616,50.16723649,50.2269151,1.666825566,C1,0.376,0.654,40.13,0.922,7.409,2.16507177,9.57407177
784,Ari,7,1,weeded,post_closure,6.418927835,0.10092116,0.286773291,0.727064118,63.60338906,34.68754669,34.59720564,60.43790376,60.32927292,1.743761434,C1,0.338,0.662,48.492,0.922,7.409,2.16507177,9.57407177
3785,Ari,7,4,invaded,post_closure,7.218739728,0.144429294,0.216977221,0.780416972,49.98113288,33.76640738,34.18528672,56.95417324,57.44084315,1.680279695,C3,0.459,0.741,49.387,0.704,9.383,NA,NA
421,Ari,7,4,invaded,post_closure,7.345004001,0.129277933,0.217200495,0.754028703,56.8156054,40.54757505,40.73596821,70.28343312,70.50859039,1.730868161,C3,0.508,0.741,48.147,0.704,9.383,NA,NA
818,Ari,7,16,invaded,post_closure,5.606790897,0.075166573,0.373861913,0.687236432,74.59154633,38.72724412,38.9304068,67.80961796,68.05487323,1.74811616,C7,0.432,0.745,43.585,0.162,1.204,0.007279947,1.211279947
5488,Tri,3,1,weeded,post_closure,5.156493739,0.159261047,0.167333349,0.847741723,32.37762056,23.55483826,23.52274548,48.61826438,48.57253506,2.064917767,C1,0.411,0.716,43.679,1.305,11.23,0.000661813,11.23066181
4250,Mai,3,2,weeded,post_closure,4.016482741,0.09995276,0.178778359,0.818957899,40.18381022,16.46591223,16.34385383,32.39036107,32.2244788,1.971657306,C1,0.49,0.744,46.764,1.305,11.23,0.000661813,11.23066181
5184,Mai,3,13,weeded,post_closure,3.917083579,0.0598251,0.306505115,0.722997676,65.47558767,21.91836199,21.90495258,40.73951714,40.72231255,1.859045913,C5,0.218,0.468,37.003,1.222,13.55,0.018972348,13.56897235
141,Mai,3,13,weeded,post_closure,2.635361333,0.028795004,0.539444033,0.62621596,91.52147757,25.91383061,26.0393163,44.21074324,44.35842099,1.703517116,C5,0.218,0.494,31.464,1.222,13.55,0.018972348,13.56897235
774,Tri,3,20,weeded,post_closure,4.428782996,0.125358227,0.212008894,0.837360759,35.3290175,24.31099304,24.35395973,52.22490915,52.28860363,2.147026775,C5,0.43,0.689,51.446,1.222,13.55,0.018972348,13.56897235
5479,Tri,3,21,weeded,post_closure,5.658836295,0.124865069,0.185164237,0.797750206,45.3196107,22.90187559,22.85788192,49.79424445,49.72820598,2.175538667,C6,0.389,0.65,46.767,0.768,12.2,0.554509215,12.75450922
3643,Mai,3,12,invaded,post_closure,3.448991309,0.034122502,0.413608527,0.58835591,101.0767416,20.15628996,20.09342812,39.31585791,39.23119187,1.952438958,C4,0.327,0.658,37.927,0.401,12.234,0.48979204,12.72379204
3993,Mai,5,3,weeded,post_closure,4.545580443,0.060573142,0.402319174,0.68592792,75.04283736,32.27261201,32.29184501,55.60119624,55.62407117,1.722542368,C2,0.464,0.749,37.221,1.358,2.497,0.209155931,2.706155931
631,Mai,5,3,weeded,post_closure,5.943167823,0.092924249,0.384002072,0.726231235,63.95712521,44.76078637,44.80407666,83.20292549,83.25847416,1.858278987,C2,0.49,0.736,38.245,1.358,2.497,0.209155931,2.706155931
flag2_mai,Mai,5,3,weeded,post_closure,4.29806315,0.079831334,0.315191264,0.766843992,53.83930018,28.33181174,28.31187168,52.88202137,52.85632363,1.866931449,C2,0.445,0.662,38.464,1.358,2.497,0.209155931,2.706155931
2215,Ari,5,8,weeded,post_closure,4.819157592,0.070309079,0.386059053,0.710167821,68.54246497,36.43673683,36.49704494,64.41647821,64.49007136,1.766994327,C1,0.456,0.724,28.829,1.381,0.773,1.0157758,1.7887758
flag2_tri,Tri,5,14,weeded,post_closure,6.55883401,0.097884249,0.269772187,0.713524461,67.0060208,30.62038594,30.66595966,48.71176688,48.76175765,1.590093974,C5,NA,NA,NA,0.64,1.502,0.04748836,1.54948836
flag3_tri,Tri,5,14,weeded,post_closure,4.772112905,0.112555546,0.215862453,0.809851787,42.39784776,22.51882341,22.44019044,42.50405303,42.40164951,1.889540538,C5,NA,NA,NA,0.64,1.502,0.04748836,1.54948836
4177,Tri,5,14,weeded,post_closure,4.606033818,0.104326099,0.235586076,0.803688322,44.1503505,23.63563009,23.66740534,46.69639904,46.73968681,1.974854706,C5,NA,NA,NA,0.64,1.502,0.04748836,1.54948836
7147,Tri,5,9,weeded,post_closure,4.480199453,0.115524308,0.215817876,0.823972694,38.78144366,22.1493182,22.13940236,42.38778064,42.37469278,1.913994429,C2,0.241,0.538,45.309,1.358,2.497,0.209155931,2.706155931
43,Tri,5,9,weeded,post_closure,4.438323811,0.095777248,0.251184002,0.795339202,46.34006399,23.75335655,23.74242562,44.32021827,44.30615154,1.866117314,C2,0.482,0.745,43.18,1.358,2.497,0.209155931,2.706155931
2912,Tri,5,11,invaded,post_closure,4.196669855,0.149474038,0.169397409,0.865103262,28.07624596,19.28702899,19.2219747,44.06170808,43.95916863,2.286922615,C4,0.507,0.762,49.199,0.796,1.848,0.014970355,1.862970355
1374,Tri,5,10,invaded,post_closure,4.721590724,0.137418072,0.216842548,0.840693282,34.35931435,24.52246242,24.53638636,49.41404443,49.43339311,2.014697371,C3,NA,NA,NA,0.911,1.624,NA,NA
4844,Mai,7,19,weeded,post_closure,3.950490186,0.038127859,0.409108658,0.579428838,103.6116442,21.56569879,21.77893173,38.22176147,38.48216401,1.766944517,C5,0.477,0.722,38.892,0.894,6.993,0.624222493,7.617222493
4871,Mai,7,19,weeded,post_closure,5.722926775,0.074671491,0.28492782,0.680983889,76.6413891,24.73756846,24.76171997,35.65516127,35.67917417,1.440900479,C5,0.478,0.751,39.09,0.894,6.993,0.624222493,7.617222493
2666,Mai,7,20,weeded,post_closure,6.037084623,0.080438845,0.333570359,0.6874275,75.05185654,31.07762348,31.13055305,53.90207436,53.96539583,1.733518699,C5,0.417,0.713,44.11,0.894,6.993,0.624222493,7.617222493
5077,Mai,7,20,weeded,post_closure,3.927780184,0.04859976,0.343687249,0.669055758,80.81892192,19.27374352,19.27968969,29.62832803,29.63463397,1.537090817,C5,0.367,0.656,34.923,0.894,6.993,0.624222493,7.617222493
4874,Mai,7,28,invaded,post_closure,6.470533461,0.068697677,0.424961049,0.61430639,94.18853369,40.80946922,41.07478932,68.03441216,68.33931982,1.663777732,C11,0.481,0.747,43.919,0.332,11.276,0.15980622,11.43580622
682,Mai,7,23,invaded,post_closure,4.960331056,0.032579983,0.46537789,0.507391042,152.2508803,38.29953682,38.27807274,64.10531643,64.08052894,1.674079293,C8,0.488,0.746,43.474,0.609,NA,0.443496059,NA
2265,Mai,7,23,invaded,post_closure,5.765313867,0.04588085,0.528560277,0.494384974,125.6583924,41.29376627,41.36149422,61.56944961,61.63910377,1.490253313,C8,0.457,0.725,38.134,0.609,NA,0.443496059,NA
4859,Mai,7,24,invaded,post_closure,5.405601141,0.047852988,0.480755614,0.544685761,112.962668,36.34305927,36.30851337,57.10133807,57.06388715,1.571639317,C8,0.443,0.754,39.407,0.609,NA,0.443496059,NA
3581,Mai,7,23,invaded,post_closure,1.917606091,0.014837743,0.658712575,0.489261288,129.2383981,19.01294374,18.97091182,39.70071679,39.64014942,2.089522623,C8,NA,NA,NA,0.609,NA,0.443496059,NA
179,Mai,3,30,invaded,post_closure,1.501651776,0.016835274,0.574661801,0.63688625,89.19675553,17.22073556,17.23079216,38.57290041,38.58844725,2.239505119,C12,0.389,0.789,39.774,0.428,8.067,NA,NA
untagged_p3_sub22_q4,Tri,3,22,invaded,post_closure,4.468208826,0.112314448,0.189451817,0.820568787,39.7830281,23.11173803,23.24152128,41.33417306,41.49426783,1.785350767,C7,0.441,0.704,43.634,1.288,1.648,0.06244475,1.71044475
6558,Tri,3,22,invaded,post_closure,4.259870487,0.143730285,0.146756782,0.85927843,29.63794634,21.86263667,21.86928066,40.67031608,40.67884668,1.860090751,C7,0.432,0.726,45.953,1.288,1.648,0.06244475,1.71044475
1686,Tri,3,6,invaded,post_closure,2.602282507,0.129481486,0.135213951,0.897171763,20.09771896,15.5085034,15.52302791,29.60067213,29.61980474,1.908120304,C4,0.377,0.725,48.776,0.401,12.234,0.48979204,12.72379204
1926,Tri,3,5,invaded,post_closure,3.187395628,0.116763858,0.142406159,0.869342501,27.29779299,18.4429818,18.43447167,29.36748932,29.35813547,1.59256723,C4,0.336,0.578,47.533,0.401,12.234,0.48979204,12.72379204
2616,Mai,5,36,invaded,post_closure,4.933328869,0.065227413,0.294118425,0.682687105,75.63275324,21.4341827,21.39037666,36.53202205,36.48046239,1.705461431,C12,NA,NA,NA,0.947,1.915,0.035620294,1.950620294
1476,Mai,5,23,invaded,post_closure,1.263019336,0.015485849,0.433891311,0.666137708,81.55958108,9.611708343,9.623508078,NA,NA,NA,C8,0.522,0.774,38.733,1.141,2.277,0.039329542,2.316329542
4781,Mai,5,23,invaded,post_closure,4.804791262,0.083969899,0.288197551,0.753117384,57.22040069,26.18957413,26.16773781,48.41932534,48.39145054,1.849279097,C8,0.503,0.775,40.433,1.141,2.277,0.039329542,2.316329542
